ID,Date,Amount
1574,2024-04-10,804
1559,2024-02-29,865
1101,2024-06-26,170
517,2024-07-01,757
600,2024-04-03,359
1593,2024-06-30,42
1158,2024-05-05,568
1814,2024-04-13,74
717,2024-04-28,154
1163,2024-01-17,464
346,2024-07-18,530
1867,2024-01-24,858
387,2024-06-11,877
355,2024-03-23,266
1293,2024-02-03,349
576,2024-02-04,850
964,2024-04-11,509
143,2024-03-13,656
470,2024-07-14,66
1108,2024-01-07,906
1715,2024-07-23,236
890,2024-06-07,635
1411,2024-02-25,336
809,2024-05-14,732
506,2024-05-16,107
1141,2024-03-10,909
859,2024-02-12,535
1154,2024-03-30,398
1018,2024-05-11,304
522,2024-01-30,386
702,2024-06-15,102
1098,2024-04-16,339
771,2024-02-21,581
1585,2024-05-01,117
875,2024-04-08,170
1581,2024-07-05,641
297,2024-06-04,552
390,2024-05-31,892
916,2024-02-02,242
171,2024-05-22,445
1424,2024-07-18,48
1334,2024-06-16,442
1721,2024-05-10,971
745,2024-05-12,158
1281,2024-03-08,689
44,2024-02-26,768
596,2024-03-15,939
1987,2024-07-09,806
1483,2024-02-12,77
319,2024-01-04,385
1617,2024-05-07,263
39,2024-06-22,808
336,2024-02-29,842
821,2024-05-15,246
303,2024-07-21,760
598,2024-03-10,964
347,2024-07-24,544
385,2024-02-08,385
912,2024-01-25,603
654,2024-07-03,956
1297,2024-07-13,334
944,2024-01-20,40
19,2024-07-06,180
816,2024-03-26,620
1201,2024-05-02,410
493,2024-02-20,257
1398,2024-02-14,359
509,2024-05-21,431
1889,2024-02-26,171
1815,2024-01-27,437
1555,2024-06-27,527
827,2024-06-04,238
1245,2024-02-09,789
1079,2024-01-28,335
986,2024-05-27,721
142,2024-01-23,709
1933,2024-01-05,345
1447,2024-03-13,218
1063,2024-05-31,841
185,2024-01-14,892
1953,2024-02-28,691
628,2024-04-01,843
553,2024-06-14,102
1341,2024-07-11,274
41,2024-03-09,385
612,2024-04-19,526
1612,2024-05-06,344
940,2024-03-09,174
1423,2024-07-28,46
1326,2024-01-13,295
212,2024-07-12,893
784,2024-04-14,810
1130,2024-01-02,248
1754,2024-01-15,404
593,2024-04-20,991
934,2024-04-18,95
626,2024-01-29,497
1667,2024-06-21,313
1349,2024-05-12,562
160,2024-03-22,448
24,2024-06-27,418
1621,2024-06-13,253
542,2024-07-21,83
1323,2024-03-13,9
1014,2024-04-20,12
1052,2024-07-14,735
1183,2024-06-18,922
715,2024-07-24,348
680,2024-01-18,921
885,2024-02-03,337
529,2024-03-26,570
398,2024-04-11,144
793,2024-06-14,317
134,2024-02-28,512
1591,2024-02-01,768
1721,2024-05-26,301
1016,2024-07-16,576
942,2024-04-15,25
956,2024-01-25,657
1146,2024-07-24,180
739,2024-07-26,898
29,2024-05-29,647
1530,2024-04-11,239
1105,2024-02-26,866
238,2024-04-11,229
603,2024-02-18,821
1400,2024-03-10,29
1657,2024-05-05,372
1786,2024-02-24,147
318,2024-02-24,571
1377,2024-04-06,14
3,2024-02-23,587
1568,2024-07-03,303
593,2024-05-05,412
43,2024-03-17,212
187,2024-03-12,759
951,2024-01-28,336
1449,2024-07-24,848
556,2024-04-27,802
173,2024-01-31,48
510,2024-04-03,375
1947,2024-03-19,410
1692,2024-04-14,679
1196,2024-06-22,731
226,2024-07-11,122
50,2024-06-06,484
383,2024-01-20,478
1729,2024-01-05,601
1998,2024-04-18,704
218,2024-06-19,229
1045,2024-02-19,310
1969,2024-01-05,522
847,2024-04-24,517
256,2024-05-23,953
418,2024-04-21,14
1978,2024-03-26,79
1681,2024-07-22,243
1622,2024-03-16,852
1937,2024-02-23,934
210,2024-05-05,550
1737,2024-07-12,924
1771,2024-05-03,257
1153,2024-07-01,481
1476,2024-04-04,782
539,2024-06-17,603
1711,2024-04-12,317
1435,2024-07-23,89
977,2024-04-10,458
985,2024-04-24,166
1311,2024-06-03,45
207,2024-04-06,209
1409,2024-07-17,482
1936,2024-03-02,261
1199,2024-06-30,246
907,2024-07-03,983
722,2024-06-28,232
1548,2024-04-08,925
1276,2024-05-02,710
1040,2024-02-20,221
320,2024-07-16,213
1927,2024-05-29,995
1876,2024-04-21,801
1452,2024-02-17,801
1428,2024-01-14,3
543,2024-06-28,529
1555,2024-01-12,421
571,2024-07-21,125
1330,2024-07-25,746
1246,2024-02-12,919
1967,2024-01-02,304
1648,2024-02-13,374
1637,2024-01-30,288
1507,2024-04-21,936
1109,2024-01-28,671
749,2024-02-06,693
1922,2024-06-20,774
1496,2024-06-28,617
1679,2024-03-10,704
1580,2024-07-26,493
1774,2024-04-12,756
1756,2024-02-17,888
1426,2024-03-10,875
1030,2024-04-07,648
105,2024-03-12,105
475,2024-07-26,554
1096,2024-02-21,502
1628,2024-05-28,995
177,2024-06-09,318
1152,2024-06-25,504
1028,2024-06-12,683
279,2024-05-22,115
1479,2024-02-10,427
1565,2024-02-20,336
1808,2024-06-23,381
1021,2024-01-16,802
431,2024-06-06,755
1569,2024-07-09,133
1278,2024-01-31,687
905,2024-05-16,130
1353,2024-03-02,844
1142,2024-01-15,948
419,2024-07-16,874
586,2024-05-15,177
829,2024-02-11,913
434,2024-01-01,815
1846,2024-06-20,729
1819,2024-03-01,504
195,2024-01-13,373
1005,2024-03-04,453
1358,2024-04-25,287
1798,2024-01-14,992
480,2024-02-10,794
504,2024-03-02,52
1523,2024-02-13,760
1483,2024-01-07,175
1322,2024-05-02,169
820,2024-04-04,872
626,2024-03-11,744
995,2024-05-03,846
1003,2024-07-23,30
168,2024-03-26,334
755,2024-04-15,482
1362,2024-02-03,33
1079,2024-04-22,146
1518,2024-06-24,702
1063,2024-05-03,612
648,2024-01-04,938
491,2024-07-24,115
247,2024-06-19,813
1863,2024-07-27,223
1877,2024-07-01,618
1302,2024-03-10,915
1517,2024-02-09,705
225,2024-07-11,262
1259,2024-04-05,657
99,2024-03-01,357
1856,2024-01-03,100
1019,2024-07-24,320
1300,2024-04-25,45
1418,2024-07-12,405
484,2024-02-18,953
1316,2024-03-07,464
1787,2024-05-13,643
737,2024-05-31,336
1999,2024-05-04,911
1997,2024-03-30,782
1247,2024-04-16,619
1437,2024-06-17,928
1655,2024-05-07,822
717,2024-07-14,724
811,2024-07-22,926
1605,2024-05-20,978
251,2024-06-16,308
367,2024-05-16,929
678,2024-06-14,239
1470,2024-07-20,600
138,2024-04-14,624
249,2024-05-28,759
268,2024-06-25,52
801,2024-06-08,701
1704,2024-07-10,808
598,2024-01-27,313
1116,2024-05-06,115
866,2024-01-16,58
1847,2024-02-10,316
1952,2024-05-25,838
1809,2024-05-24,151
36,2024-03-26,632
797,2024-03-23,194
435,2024-07-04,218
998,2024-05-12,166
1847,2024-06-18,755
1812,2024-03-07,432
884,2024-05-22,347
871,2024-06-18,175
1335,2024-06-24,616
985,2024-05-24,344
1934,2024-04-19,233
1805,2024-03-28,503
949,2024-01-10,448
1584,2024-07-22,803
386,2024-04-21,578
1027,2024-03-12,847
310,2024-05-28,324
490,2024-07-22,699
344,2024-06-13,125
17,2024-01-15,189
799,2024-06-10,162
565,2024-03-12,531
471,2024-06-01,403
993,2024-06-24,269
1711,2024-07-08,722
347,2024-01-09,235
1075,2024-02-24,550
1770,2024-07-27,66
1774,2024-02-20,829
631,2024-01-17,676
1666,2024-03-22,613
562,2024-02-26,571
235,2024-05-10,83
41,2024-03-18,91
260,2024-05-01,277
370,2024-05-11,584
319,2024-03-11,699
1201,2024-05-08,559
1586,2024-04-20,699
1273,2024-07-06,148
510,2024-01-30,93
111,2024-01-10,512
1281,2024-03-09,253
587,2024-01-22,48
82,2024-06-14,962
1792,2024-04-24,282
1719,2024-03-28,141
1042,2024-01-15,224
159,2024-06-06,350
1763,2024-05-25,971
819,2024-02-09,287
1709,2024-04-25,905
1398,2024-05-26,251
73,2024-04-30,637
1477,2024-03-08,187
1130,2024-07-23,558
1561,2024-06-18,847
1183,2024-01-17,110
1212,2024-04-17,432
521,2024-03-15,550
1072,2024-02-21,227
888,2024-04-25,415
111,2024-03-29,890
1476,2024-06-10,409
586,2024-03-01,812
1581,2024-04-10,978
1849,2024-04-29,805
1137,2024-01-16,777
1305,2024-06-24,445
1094,2024-07-28,355
359,2024-03-06,570
1218,2024-06-01,135
1291,2024-01-04,831
91,2024-05-08,185
1579,2024-03-16,795
1565,2024-01-26,425
875,2024-03-15,470
1045,2024-01-04,883
1993,2024-03-27,234
1798,2024-04-13,652
910,2024-04-23,966
1603,2024-03-02,751
240,2024-01-12,219
1116,2024-05-18,324
485,2024-02-17,716
1566,2024-04-23,766
189,2024-05-07,784
1393,2024-06-12,472
1682,2024-02-19,970
1857,2024-01-11,325
484,2024-01-14,795
941,2024-03-01,290
674,2024-02-19,50
1830,2024-04-25,888
1820,2024-05-13,329
1510,2024-05-30,60
1315,2024-06-21,25
1047,2024-03-02,229
1581,2024-04-25,858
1029,2024-06-13,32
513,2024-01-27,957
246,2024-04-23,29
1153,2024-01-26,384
706,2024-05-04,878
194,2024-03-31,356
326,2024-06-08,59
402,2024-02-24,489
1187,2024-05-27,7
1728,2024-01-17,232
379,2024-03-01,887
1546,2024-04-09,634
930,2024-01-06,602
1437,2024-03-10,233
1289,2024-05-24,29
1350,2024-07-12,990
1457,2024-06-25,639
713,2024-05-19,272
1936,2024-05-27,959
182,2024-04-29,750
150,2024-03-05,512
217,2024-06-21,589
1392,2024-05-18,872
1972,2024-01-06,71
502,2024-02-15,331
299,2024-07-18,253
348,2024-01-27,877
1898,2024-03-29,24
1545,2024-06-08,8
150,2024-03-11,681
1389,2024-05-29,194
260,2024-06-13,804
1400,2024-07-13,769
1538,2024-03-19,630
1750,2024-07-02,663
1537,2024-07-27,115
1089,2024-04-28,749
948,2024-05-11,562
294,2024-05-03,411
370,2024-07-07,930
959,2024-01-22,670
215,2024-04-13,219
619,2024-05-19,25
898,2024-06-29,335
1663,2024-07-16,322
1182,2024-07-18,36
508,2024-07-22,952
298,2024-03-28,408
608,2024-03-11,234
1824,2024-04-18,196
3,2024-03-11,787
664,2024-02-18,934
307,2024-02-08,192
202,2024-06-12,312
761,2024-05-26,635
1891,2024-04-12,283
1739,2024-06-21,209
680,2024-04-28,357
491,2024-06-02,759
1196,2024-02-17,167
1096,2024-03-16,611
454,2024-05-22,878
1153,2024-01-19,481
435,2024-03-26,828
656,2024-02-04,890
538,2024-02-04,310
488,2024-05-16,962
1070,2024-06-21,586
669,2024-01-17,156
544,2024-02-11,668
1162,2024-02-06,632
1742,2024-02-12,869
261,2024-04-30,734
217,2024-05-12,555
620,2024-06-26,936
1009,2024-03-22,924
1169,2024-06-14,398
694,2024-05-01,557
1290,2024-03-31,643
772,2024-07-14,213
711,2024-02-24,568
856,2024-04-19,308
350,2024-01-27,54
1504,2024-01-12,904
536,2024-07-14,527
807,2024-03-28,264
1642,2024-05-31,76
1014,2024-05-08,426
1748,2024-05-17,853
1955,2024-02-06,84
1656,2024-03-02,765
461,2024-03-24,410
1336,2024-04-18,75
516,2024-03-27,25
666,2024-03-09,686
1049,2024-01-11,232
1172,2024-03-03,279
246,2024-03-22,886
962,2024-05-10,905
1555,2024-03-17,311
646,2024-06-03,626
1716,2024-03-12,664
140,2024-03-11,330
935,2024-03-17,266
536,2024-07-05,836
339,2024-07-27,173
1438,2024-03-25,812
571,2024-04-28,476
1918,2024-04-27,432
1624,2024-07-05,481
355,2024-05-06,765
248,2024-06-19,327
1162,2024-04-23,891
1292,2024-03-09,251
1767,2024-03-02,47
1237,2024-06-30,447
1688,2024-04-15,702
1201,2024-04-09,337
1569,2024-01-22,907
1178,2024-01-11,166
1340,2024-01-16,160
367,2024-06-20,928
237,2024-04-05,734
1349,2024-02-24,638
1927,2024-03-01,681
1634,2024-02-23,661
199,2024-02-08,809
5,2024-06-16,653
852,2024-05-18,712
193,2024-04-13,930
484,2024-07-10,649
695,2024-04-22,222
805,2024-01-16,107
681,2024-01-05,830
100,2024-02-20,853
1627,2024-04-13,596
821,2024-04-22,303
247,2024-03-21,574
1093,2024-05-19,133
1803,2024-02-14,400
1608,2024-03-26,858
73,2024-07-02,209
1886,2024-03-24,299
631,2024-06-05,657
243,2024-05-09,400
483,2024-07-17,544
1455,2024-04-08,249
1248,2024-01-21,502
1074,2024-07-08,299
1889,2024-03-09,899
234,2024-02-16,998
783,2024-06-13,684
545,2024-05-28,943
1820,2024-04-13,734
1884,2024-03-23,421
678,2024-02-16,837
1655,2024-01-06,509
350,2024-05-30,757
116,2024-02-14,228
1813,2024-05-04,155
1470,2024-02-27,976
1380,2024-06-28,957
751,2024-02-11,88
1469,2024-04-08,441
1867,2024-04-22,479
453,2024-06-05,322
1504,2024-03-18,395
1934,2024-04-30,736
1145,2024-02-14,982
1299,2024-03-25,730
235,2024-02-28,281
477,2024-07-18,20
1344,2024-06-22,678
709,2024-04-30,145
1853,2024-02-17,515
1001,2024-02-28,839
598,2024-02-23,700
1227,2024-02-15,194
296,2024-05-31,579
242,2024-07-23,526
143,2024-04-14,891
1903,2024-06-24,696
1468,2024-01-05,647
918,2024-03-30,300
25,2024-01-20,426
1271,2024-03-05,330
925,2024-03-09,414
920,2024-03-12,645
292,2024-06-22,630
760,2024-07-12,714
1583,2024-01-16,957
845,2024-07-21,876
871,2024-06-17,361
479,2024-05-25,126
299,2024-02-15,294
1444,2024-02-06,560
1540,2024-05-21,6
1576,2024-03-26,394
518,2024-05-05,271
792,2024-06-11,752
1936,2024-02-08,847
1346,2024-07-12,734
1939,2024-04-28,853
923,2024-04-07,732
1571,2024-04-28,368
1701,2024-04-18,782
663,2024-06-30,642
1480,2024-01-08,775
1020,2024-01-19,735
1113,2024-04-19,412
271,2024-05-05,851
1989,2024-06-21,832
1474,2024-02-23,105
1359,2024-02-25,583
204,2024-05-13,466
1981,2024-03-06,55
1023,2024-01-15,170
710,2024-03-26,431
271,2024-04-11,538
651,2024-02-13,353
1998,2024-04-30,131
903,2024-01-26,272
1658,2024-04-30,338
1263,2024-03-30,719
1119,2024-02-04,117
444,2024-02-02,264
220,2024-07-27,945
294,2024-02-02,482
1032,2024-03-29,286
116,2024-07-21,554
1506,2024-02-27,720
1510,2024-06-20,327
306,2024-03-10,685
1237,2024-02-27,599
1099,2024-03-25,562
537,2024-05-14,142
1129,2024-03-07,887
1559,2024-04-19,772
1935,2024-01-18,774
1457,2024-03-28,897
295,2024-03-13,454
429,2024-02-05,403
939,2024-04-26,202
248,2024-01-05,145
1367,2024-04-26,150
192,2024-01-23,308
550,2024-01-17,352
1207,2024-04-19,919
1764,2024-04-25,20
47,2024-07-13,567
1341,2024-05-20,318
113,2024-04-04,461
1912,2024-04-19,980
1825,2024-06-07,29
1152,2024-01-30,116
1768,2024-05-27,82
1671,2024-06-06,672
1712,2024-04-18,532
602,2024-06-27,161
1092,2024-02-11,47
1575,2024-07-21,542
794,2024-04-12,501
1569,2024-07-16,419
682,2024-05-10,184
783,2024-07-27,197
1314,2024-05-03,959
1228,2024-06-23,55
191,2024-01-16,827
165,2024-07-15,252
397,2024-05-24,167
435,2024-02-04,142
1380,2024-06-20,973
1965,2024-06-28,304
1792,2024-03-14,830
1477,2024-05-01,499
1133,2024-06-15,671
507,2024-07-11,81
325,2024-02-05,16
532,2024-04-19,935
1905,2024-06-09,91
20,2024-04-05,231
649,2024-06-17,749
1145,2024-06-29,590
384,2024-04-19,292
1170,2024-03-29,927
1923,2024-07-14,841
1067,2024-01-17,308
275,2024-05-24,827
1130,2024-06-21,753
738,2024-02-15,682
105,2024-03-20,726
1704,2024-06-16,424
496,2024-02-20,644
672,2024-03-29,905
862,2024-04-07,654
1441,2024-05-03,983
1431,2024-01-19,906
1998,2024-04-09,81
1481,2024-05-11,656
1007,2024-02-20,266
899,2024-01-30,964
469,2024-05-05,109
1640,2024-02-02,697
346,2024-01-18,927
1076,2024-06-28,888
1107,2024-04-28,96
643,2024-07-26,636
1737,2024-06-12,766
1742,2024-01-24,250
716,2024-05-13,18
745,2024-01-07,231
952,2024-05-09,548
1334,2024-02-01,167
250,2024-01-21,88
126,2024-05-31,295
1402,2024-03-06,65
16,2024-05-06,131
1749,2024-04-25,761
993,2024-02-21,553
757,2024-07-20,716
1032,2024-04-20,802
1399,2024-01-05,396
37,2024-01-22,183
1155,2024-06-06,920
116,2024-01-31,79
1961,2024-07-11,114
156,2024-06-05,482
1759,2024-02-11,177
1959,2024-03-31,271
1275,2024-05-16,142
570,2024-05-30,114
1735,2024-06-07,536
1840,2024-06-27,127
1050,2024-05-03,240
1283,2024-06-19,552
388,2024-03-23,463
819,2024-04-24,255
86,2024-06-17,441
782,2024-04-04,125
1825,2024-06-26,473
1608,2024-05-03,147
1307,2024-02-01,590
1079,2024-07-09,158
69,2024-04-14,590
845,2024-04-01,723
713,2024-03-21,12
1893,2024-03-03,710
394,2024-06-15,369
1591,2024-05-22,76
50,2024-03-24,716
319,2024-06-06,321
694,2024-05-26,947
18,2024-01-03,327
549,2024-06-17,751
111,2024-05-29,706
1565,2024-01-07,214
1459,2024-07-07,740
1157,2024-05-06,395
138,2024-05-01,456
1322,2024-07-26,982
1694,2024-05-06,80
1538,2024-03-29,6
1155,2024-01-08,70
920,2024-07-15,718
519,2024-04-16,469
1815,2024-01-02,246
239,2024-03-21,821
167,2024-07-22,237
982,2024-01-26,291
1591,2024-07-14,290
1530,2024-03-23,275
299,2024-05-02,37
632,2024-05-29,724
1020,2024-01-11,830
1663,2024-07-22,879
415,2024-07-11,115
558,2024-03-04,745
1975,2024-02-22,326
1269,2024-05-06,712
648,2024-01-23,896
1362,2024-01-04,910
1554,2024-07-02,846
353,2024-05-11,26
1980,2024-04-26,846
137,2024-03-02,169
171,2024-01-14,177
116,2024-04-13,701
1474,2024-01-30,254
443,2024-07-07,405
838,2024-01-18,904
305,2024-01-10,821
307,2024-05-22,510
1345,2024-05-12,278
880,2024-03-04,13
1646,2024-06-05,490
793,2024-03-24,713
503,2024-03-06,199
183,2024-07-07,415
296,2024-03-23,259
148,2024-06-24,624
255,2024-01-19,90
1169,2024-05-28,887
1735,2024-06-03,706
1312,2024-04-09,654
878,2024-07-28,642
709,2024-06-21,531
1840,2024-07-26,454
50,2024-04-08,798
1262,2024-05-20,455
1548,2024-03-26,100
278,2024-06-14,687
350,2024-04-08,87
616,2024-07-27,604
717,2024-07-06,195
1373,2024-04-22,167
1944,2024-01-05,530
1327,2024-05-31,947
124,2024-04-22,514
805,2024-07-13,131
238,2024-06-07,175
1681,2024-05-18,77
69,2024-01-26,103
156,2024-03-20,2
110,2024-03-09,171
1723,2024-06-15,71
1291,2024-06-10,585
225,2024-03-06,342
715,2024-06-07,873
669,2024-07-17,304
6,2024-02-28,145
433,2024-01-13,821
363,2024-02-20,91
1255,2024-04-19,924
69,2024-05-21,498
979,2024-07-17,194
1744,2024-01-01,634
1516,2024-07-28,289
1362,2024-07-24,274
720,2024-07-28,511
603,2024-05-07,464
1907,2024-01-21,239
1882,2024-03-08,497
1263,2024-07-16,321
1113,2024-05-06,985
1731,2024-06-05,809
1268,2024-06-12,347
1480,2024-01-23,207
472,2024-07-24,831
1929,2024-04-22,626
672,2024-05-01,784
1661,2024-04-06,514
119,2024-02-27,529
1845,2024-04-18,187
696,2024-06-30,840
1183,2024-01-03,393
209,2024-02-21,734
710,2024-03-04,174
679,2024-01-07,411
720,2024-02-11,511
624,2024-04-12,623
205,2024-06-10,353
1358,2024-04-12,275
1870,2024-04-06,38
1215,2024-02-14,779
1129,2024-06-07,90
745,2024-02-27,854
828,2024-06-14,254
1243,2024-06-22,967
1044,2024-07-02,719
772,2024-05-25,68
1915,2024-04-09,805
1335,2024-05-07,149
371,2024-03-01,160
86,2024-07-15,948
22,2024-01-03,28
959,2024-06-27,70
1844,2024-04-13,965
261,2024-01-12,308
1808,2024-02-25,751
81,2024-04-22,443
1314,2024-02-05,300
444,2024-05-01,773
1598,2024-03-05,488
1549,2024-04-11,768
1033,2024-02-05,35
1059,2024-01-18,650
1691,2024-04-29,923
1077,2024-03-28,149
540,2024-06-07,72
123,2024-06-06,78
774,2024-03-01,657
641,2024-06-15,460
1915,2024-06-22,716
56,2024-07-23,887
276,2024-04-10,945
1259,2024-02-02,870
1131,2024-07-28,289
194,2024-04-15,126
897,2024-04-17,191
891,2024-07-22,413
599,2024-02-04,347
1367,2024-01-30,791
1183,2024-01-09,518
1567,2024-05-04,391
1016,2024-02-09,557
820,2024-01-08,989
1850,2024-01-08,966
1977,2024-07-23,593
1164,2024-04-09,702
1853,2024-02-24,856
847,2024-06-06,188
544,2024-02-12,97
1781,2024-03-22,537
506,2024-05-01,556
173,2024-05-09,652
962,2024-02-24,563
1644,2024-04-30,99
566,2024-05-18,553
1673,2024-01-21,956
533,2024-03-02,959
632,2024-01-24,362
574,2024-03-23,856
2,2024-04-19,395
39,2024-02-13,516
1466,2024-07-28,435
1352,2024-05-10,810
1937,2024-05-02,458
972,2024-01-30,998
56,2024-04-19,148
1069,2024-01-09,494
573,2024-07-12,612
951,2024-01-30,285
1066,2024-04-21,399
236,2024-01-29,130
509,2024-05-14,103
1998,2024-01-19,551
1949,2024-04-13,475
1074,2024-04-30,914
72,2024-06-25,974
1257,2024-05-21,137
401,2024-01-13,619
226,2024-02-11,904
1094,2024-05-15,310
713,2024-07-21,516
606,2024-06-12,443
229,2024-07-04,289
333,2024-03-03,952
454,2024-01-04,262
31,2024-01-03,473
592,2024-04-10,670
139,2024-07-04,326
1107,2024-06-24,447
1591,2024-03-17,841
1608,2024-05-12,104
1369,2024-05-11,9
1188,2024-03-09,721
1750,2024-01-12,632
467,2024-05-07,502
670,2024-03-03,448
1759,2024-04-27,86
1563,2024-01-06,379
247,2024-04-26,218
1412,2024-05-31,21
1627,2024-05-16,822
1258,2024-04-23,123
1816,2024-07-17,763
503,2024-07-27,167
916,2024-02-28,715
1720,2024-03-16,337
1559,2024-02-12,586
25,2024-07-25,725
1283,2024-03-13,710
1157,2024-02-12,73
719,2024-05-10,944
170,2024-02-03,256
773,2024-02-13,33
389,2024-01-20,180
670,2024-02-17,979
1252,2024-06-27,841
234,2024-03-08,501
6,2024-03-14,493
1131,2024-03-01,968
692,2024-04-25,319
495,2024-02-01,816
1197,2024-01-19,221
573,2024-02-07,842
32,2024-03-17,941
1355,2024-01-29,83
1238,2024-03-18,811
1020,2024-06-13,37
1080,2024-05-26,963
287,2024-07-15,983
1468,2024-04-07,188
538,2024-05-26,958
199,2024-01-19,305
475,2024-05-06,792
1083,2024-04-10,525
471,2024-06-21,321
1286,2024-06-28,15
1178,2024-01-21,196
188,2024-04-07,919
1432,2024-05-30,416
815,2024-02-09,609
553,2024-01-04,985
949,2024-01-30,584
1443,2024-02-11,351
842,2024-02-04,350
250,2024-02-07,661
1857,2024-07-22,912
1118,2024-05-25,723
1366,2024-01-04,454
1701,2024-04-26,919
1229,2024-06-16,149
481,2024-02-16,582
1454,2024-02-21,998
87,2024-03-06,212
1650,2024-03-27,904
861,2024-02-29,454
1091,2024-06-09,857
1903,2024-03-27,50
1440,2024-02-08,576
54,2024-05-20,176
95,2024-05-03,74
1693,2024-03-01,22
288,2024-02-29,683
275,2024-01-25,857
1546,2024-06-20,322
1392,2024-03-08,633
814,2024-04-25,492
402,2024-04-17,305
1539,2024-05-16,907
1329,2024-06-13,997
1917,2024-03-31,330
1448,2024-05-31,680
498,2024-05-17,471
879,2024-06-14,446
661,2024-05-31,755
765,2024-03-22,327
1709,2024-06-20,375
1317,2024-02-25,494
1228,2024-07-04,434
1307,2024-04-27,502
618,2024-05-16,739
1354,2024-05-18,913
576,2024-06-10,58
814,2024-07-07,663
704,2024-07-14,505
1668,2024-02-16,741
1608,2024-03-03,534
1949,2024-07-20,690
451,2024-06-02,779
1937,2024-05-19,883
1114,2024-06-20,893
1923,2024-03-07,327
1120,2024-04-18,413
1336,2024-01-11,770
378,2024-01-22,331
334,2024-03-12,228
1455,2024-05-14,65
56,2024-02-04,226
1274,2024-07-13,332
832,2024-04-29,424
1,2024-03-07,129
133,2024-01-16,540
903,2024-04-15,383
1758,2024-05-09,244
1791,2024-01-31,136
1010,2024-06-05,591
181,2024-03-15,683
410,2024-05-14,150
1090,2024-02-12,903
1666,2024-03-06,616
780,2024-05-09,411
117,2024-05-08,56
1785,2024-06-18,201
1878,2024-07-19,1
1779,2024-03-11,720
375,2024-03-30,466
1814,2024-02-28,638
1466,2024-05-10,967
605,2024-04-20,267
1191,2024-06-15,241
1202,2024-05-14,373
1490,2024-05-13,394
1046,2024-01-02,95
1310,2024-03-09,166
939,2024-01-03,134
1811,2024-07-17,910
880,2024-04-24,654
1498,2024-05-22,814
1548,2024-05-20,226
1456,2024-07-08,684
809,2024-03-27,227
1765,2024-07-15,911
1582,2024-06-15,750
161,2024-06-11,801
1702,2024-05-19,427
767,2024-06-13,692
91,2024-02-09,832
548,2024-05-04,107
621,2024-05-09,793
486,2024-05-23,989
1374,2024-01-31,356
994,2024-07-07,391
221,2024-05-25,419
454,2024-01-10,271
129,2024-06-26,451
1015,2024-07-06,178
321,2024-04-22,35
794,2024-04-25,742
49,2024-01-06,65
742,2024-06-25,487
1748,2024-01-23,675
917,2024-01-21,81
1637,2024-01-19,984
274,2024-01-31,873
1120,2024-06-13,707
1152,2024-05-21,508
1508,2024-02-19,482
111,2024-06-15,593
1605,2024-02-17,347
1364,2024-07-22,63
72,2024-03-12,536
173,2024-07-24,690
1970,2024-03-29,17
1561,2024-03-29,853
1249,2024-02-25,271
209,2024-01-14,814
938,2024-02-19,833
1463,2024-07-21,718
233,2024-03-16,805
970,2024-02-29,793
1426,2024-02-20,47
741,2024-02-02,520
600,2024-01-26,709
625,2024-01-13,394
188,2024-02-28,577
478,2024-04-30,91
1586,2024-02-10,553
683,2024-01-22,229
1669,2024-07-09,895
389,2024-06-09,632
1935,2024-02-05,848
299,2024-04-30,405
190,2024-02-16,214
762,2024-02-09,118
1881,2024-06-01,279
980,2024-05-06,176
351,2024-07-26,425
1709,2024-05-24,300
1954,2024-04-02,920
132,2024-06-19,47
875,2024-06-22,999
1042,2024-07-23,558
584,2024-07-18,15
1744,2024-01-08,887
1019,2024-06-28,260
9,2024-01-01,836
466,2024-06-08,746
146,2024-05-07,820
745,2024-07-26,432
854,2024-02-04,427
1548,2024-02-04,106
1287,2024-05-30,357
970,2024-04-19,921
1673,2024-02-14,343
350,2024-06-16,818
192,2024-02-10,703
463,2024-02-25,395
124,2024-05-31,73
684,2024-04-24,741
1634,2024-05-05,109
1560,2024-07-25,51
1021,2024-06-14,805
413,2024-06-11,885
944,2024-06-24,786
735,2024-04-18,259
1929,2024-04-04,346
1299,2024-02-19,37
481,2024-01-20,217
1519,2024-05-09,171
1596,2024-06-01,80
253,2024-01-09,411
906,2024-07-16,339
1470,2024-07-28,705
242,2024-06-16,276
1317,2024-07-12,879
1221,2024-02-11,369
844,2024-03-20,603
152,2024-05-09,619
1990,2024-04-24,73
1411,2024-02-12,579
1589,2024-05-11,272
1219,2024-02-05,3
1349,2024-05-25,120
1190,2024-04-23,71
1478,2024-05-10,87
1470,2024-05-15,40
724,2024-06-02,109
618,2024-01-23,239
640,2024-01-26,184
253,2024-02-24,282
270,2024-01-21,50
1495,2024-04-17,986
1917,2024-05-25,581
1341,2024-01-14,784
373,2024-02-26,667
395,2024-04-14,951
893,2024-05-15,304
1265,2024-03-11,370
238,2024-06-13,603
1033,2024-02-29,244
944,2024-02-16,618
175,2024-07-05,696
134,2024-06-14,911
1666,2024-07-13,619
66,2024-07-23,461
1570,2024-03-14,623
980,2024-05-16,325
256,2024-02-16,226
1400,2024-07-15,907
686,2024-06-01,57
612,2024-06-24,509
771,2024-06-22,568
1745,2024-06-19,575
609,2024-07-04,579
1139,2024-06-26,835
1884,2024-03-28,147
1559,2024-02-22,176
825,2024-07-01,493
